lgE,X,Y,Ze,Az,lgNe,lgNmu,Age
14.1466,-8.33142,65.7358,31.4833,249.787,3.5431199999999996,3.0775099999999997,1.31701
14.4169,-68.6427,33.5546,22.302,258.485,4.11184,3.3926800000000004,1.02468
14.1212,-31.2657,19.2264,29.9654,95.8288,3.70525,2.97779,1.44
14.6326,38.0178,29.2974,38.7452,93.1077,3.7473300000000003,3.52103,1.37435
14.2552,-63.3097,62.0509,9.2988,167.333,3.67838,3.46423,1.35817
14.5013,-72.9457,-36.347,24.1388,305.703,3.8429699999999998,3.6214699999999995,0.864742
13.9809,-31.0826,-8.12543,17.7722,357.2,3.28542,3.16252,1.28037
14.3316,32.2042,58.3657,39.3356,186.452,3.5852199999999996,3.09069,1.3751
14.3294,59.9221,-6.08838,39.266999999999996,89.1858,3.57652,3.0959,1.35817
14.1474,-20.4166,-83.8865,31.0482,6.2464699999999995,3.44614,3.14045,1.29273
14.3829,-14.9691,73.8842,26.0666,75.6187,3.31635,3.60629,1.01139
14.2354,11.7876,-50.6981,14.2553,268.04200000000003,3.89961,3.31429,1.36083
14.3409,36.4614,-38.201,18.4605,166.385,3.679,3.52124,0.9556129999999999
14.1558,38.7961,-47.0131,37.0903,212.942,3.24778,3.08461,0.9511
13.9775,-2.97552,-87.5029,18.9865,85.2638,3.91681,2.8159,0.7369020000000001
13.9843,-13.2296,18.4711,21.5466,233.797,4.08608,2.6349400000000003,1.3795899999999999
14.1635,31.2887,19.6155,31.7617,194.952,3.7403800000000005,2.9752,1.32616
14.1476,69.215,7.16412,39.6783,304.067,2.86881,3.15998,1.0983
14.3709,-48.5008,-38.5443,20.2372,239.178,4.14412,3.3309800000000003,1.36083
14.0442,-8.67474,-82.2156,30.2047,249.55599999999998,3.71834,2.82419,1.0529600000000001
14.34,72.9458,-29.2744,29.1708,204.34900000000002,3.8488,3.2789300000000003,1.35249
14.0719,85.7175,19.3408,39.5021,125.25399999999999,2.4700900000000003,3.19099,0.9044
14.1136,49.3019,63.446999999999996,35.5654,327.593,3.03309,3.16135,1.18638
14.332,-31.3344,-44.9302,32.1506,246.157,3.81694,3.20532,0.991434
14.2151,54.5663,-14.9233,30.4537,225.484,3.4818,3.24087,0.8184140000000001
13.8825,12.8862,58.5946,25.5056,131.997,2.89055,3.07172,0.696832
14.1842,38.6359,-28.0842,19.5713,264.445,3.90426,3.17176,1.1759899999999999
14.4546,29.16,72.6482,34.1861,1.63047,3.8806800000000004,3.3098300000000003,1.4066100000000001
14.1253,18.5397,-48.9586,29.6087,111.241,3.2503,3.2229200000000002,1.24569
14.4285,-19.913,-65.0263,36.7699,88.1667,3.7283199999999996,3.2700400000000003,1.35134
14.2961,5.44745,-59.3271,27.4781,308.187,3.0089200000000003,3.55232,1.18686
14.1048,19.7986,-36.9421,28.0629,182.481,3.7132699999999996,2.99379,1.34131
14.4908,-46.83,-33.2341,19.0075,304.882,4.23893,3.4904800000000002,1.40516
14.1033,45.1362,-39.025,28.2629,50.8476,3.2349900000000003,3.22099,1.28989
14.194,-47.0131,-10.2312,21.4808,258.827,4.1380099999999995,3.0036,1.3369
14.2419,63.2181,44.5641,26.8136,86.0129,3.5874800000000002,3.3050699999999997,0.970234
14.0777,6.61481,35.2483,11.2252,44.166000000000004,3.7975199999999996,3.14311,1.39695
14.2318,80.9338,-8.97229,7.688610000000001,31.1608,4.065869999999999,3.26878,1.37684
13.9609,21.4923,-17.9904,36.5405,294.68,2.0796200000000002,3.19156,0.100009
13.8418,-15.4955,-6.72925,27.7985,24.9308,2.91877,2.97355,1.23925
14.4574,-28.1071,5.1499,24.3165,143.289,3.89155,3.5341,1.04683
14.3045,-46.3035,-55.2529,25.1783,192.396,3.61349,3.4131699999999996,1.29862
14.7474,-52.2545,-19.4095,41.2899,65.5384,4.0936,3.37091,0.799987
14.1135,-30.8538,20.8057,27.5704,139.819,3.7837400000000003,2.97531,1.02603
14.3093,43.2135,-22.7512,9.77165,245.392,4.060230000000001,3.3829,1.18805
13.9008,6.08838,-85.5573,20.3729,300.09,3.69487,2.8098,1.33097
14.1545,37.4229,14.0307,22.8112,207.235,3.7484599999999997,3.16004,1.2957
14.5864,38.7502,62.1653,28.8757,201.87599999999998,3.83734,3.66991,1.1575
14.5217,-19.5239,-69.7642,12.3933,238.429,4.2167699999999995,3.61666,1.3368799999999998
14.2217,3.13574,71.2063,29.9207,83.3083,2.9729900000000002,3.4351,0.804549
13.985999999999999,-31.2657,75.3948,29.473000000000003,313.811,3.63004,2.80424,1.1657899999999999
14.1489,2.49487,-76.2875,15.4919,53.7505,4.022930000000001,3.0947299999999998,1.3885
14.3331,-80.1328,-27.6265,11.5917,359.844,4.0525,3.41175,1.0969799999999998
14.2199,14.7631,-39.6658,29.6535,157.153,3.31981,3.33077,1.1718899999999999
14.3486,-67.2694,-11.4443,43.4653,204.78400000000002,3.23014,3.1475,0.886324
13.9764,75.8755,-7.39301,16.1452,163.064,2.8201099999999997,3.29126,1.0520200000000002
14.1111,32.8679,-28.8167,19.5615,0.269909,4.00622,2.9836,0.847242
14.248,73.2205,3.91394,9.74646,51.5802,4.10876,3.25973,1.12435
13.9145,19.4095,45.4796,25.2202,302.66200000000003,2.50544,3.20573,0.8516440000000001
14.1378,48.2032,21.5839,34.2238,171.18900000000002,3.4169699999999996,3.05594,0.915143
14.1768,9.086730000000001,3.89105,28.8603,321.48400000000004,3.31008,3.28734,0.9341649999999999
14.0921,19.6841,-70.5883,39.4559,77.3483,2.72757,3.1400099999999997,1.11778
14.0002,-72.1675,47.1276,22.1439,125.926,3.25243,3.15593,1.1032600000000001
14.2461,18.7457,-6.706360000000001,36.2887,302.998,3.6978199999999997,2.99022,1.46662
14.1925,-19.7528,-30.4418,22.2405,2.25292,3.61381,3.2907599999999997,1.32794
13.8864,-5.85944,-58.3887,34.9527,95.4047,3.14964,2.7725,0.914889
14.2973,-12.5429,17.3495,10.7775,63.3626,3.9242199999999996,3.4218699999999997,1.02637
14.4249,-19.6841,-40.2838,38.9355,251.451,2.98349,3.5259300000000002,0.697646
14.2767,-4.9668,56.7864,41.7642,263.74,2.90121,3.26555,1.25305
14.073,33.0052,-61.7532,30.8118,102.863,3.26383,3.11686,1.1314600000000001
14.1365,-68.986,-10.8492,22.3692,298.09,3.8448300000000004,3.08405,0.964368
14.3191,38.2468,-74.8913,30.4467,100.605,3.9825199999999996,3.12374,1.2925799999999998
14.3514,-45.3193,-20.9201,28.2042,104.741,3.57363,3.44749,1.31154
14.4176,58.6862,-31.8837,20.0329,37.3962,4.07939,3.44521,1.31236
14.1176,-63.1953,27.1,24.9516,298.635,2.74694,3.41099,1.24244
14.0923,25.2461,27.0542,16.7202,144.815,3.7422199999999997,3.1455900000000003,1.2161
14.235,43.9917,-78.7366,31.5491,292.98900000000003,3.68911,3.13732,1.21255
14.1141,32.0668,-69.5353,27.1536,352.75,3.06147,3.3095199999999996,1.17899
14.5237,48.0431,-30.3273,11.4854,89.5328,4.25035,3.61025,1.35218
14.2316,59.6245,47.6082,26.608,209.59799999999998,3.9488199999999996,3.0949299999999997,1.20165
14.4916,68.1392,16.5484,31.6344,324.519,3.9443599999999996,3.40975,1.03119
14.0829,45.8687,57.9995,37.8947,357.217,2.83143,3.13313,1.19155
14.1057,3.6621699999999997,-19.9588,23.7038,29.7782,2.88175,3.38217,1.16497
14.0585,44.1749,-25.2003,26.6038,251.671,3.62603,3.00181,1.19246
14.1368,45.1591,77.0886,34.2127,46.5566,3.15521,3.17949,1.1567100000000001
14.1464,-83.5889,17.2122,7.08707,324.624,4.10125,3.11037,1.05129
13.9743,35.1339,22.9801,25.8441,143.64700000000002,3.3662,3.01769,1.21104
14.3706,3.47906,21.4236,21.4333,109.08200000000001,4.23043,3.2562900000000004,1.46864
14.2404,-85.0995,-31.7922,16.4978,91.1688,3.9087199999999998,3.29616,1.33255
14.15,-17.3953,-60.4715,17.7624,222.36700000000002,3.6894099999999996,3.2479,0.8200149999999999
13.9569,-36.0952,-52.8267,26.3646,102.197,2.49954,3.24682,1.00179
14.3127,2.76953,27.7637,27.7243,346.29900000000004,3.38459,3.46962,1.29647
13.9888,58.5488,-32.5933,23.4114,309.856,3.3499199999999996,3.0850400000000002,1.12775
14.1978,58.3887,19.9817,30.8286,55.1001,3.37638,3.2534799999999997,1.29901
14.3205,-54.1314,-46.3264,10.3074,179.34099999999998,4.15026,3.3505800000000003,1.2128299999999999
13.9626,-20.2792,7.53033,29.3513,345.17,3.2821,2.9718400000000003,1.26219
14.3608,44.8616,-59.4873,19.5965,19.4169,4.48055,3.07955,1.08762
14.1476,-54.2458,-27.0085,8.24819,6.4337599999999995,3.93455,3.20114,1.31075
14.0378,-12.1996,-22.4537,26.1169,273.10400000000004,3.23976,3.16026,0.684867
14.3435,58.8464,5.47034,27.2949,359.035,3.2978099999999997,3.54399,1.29008
14.1591,-76.0586,-32.9366,40.0714,22.2097,2.84071,3.17517,0.869816
13.8735,9.22406,16.9604,17.7568,273.705,3.4554300000000002,2.9346400000000004,1.32865
14.7188,40.0092,-61.3412,37.0931,124.825,4.12453,3.4996699999999996,1.18534
14.3246,-62.2339,42.2064,8.79658,359.61800000000005,3.90619,3.48003,1.3931799999999999
13.8371,-3.22729,-32.2042,27.680999999999997,137.632,2.81058,3.00483,1.09412
14.2447,57.8622,-29.0684,8.823160000000001,189.173,4.173769999999999,3.22221,1.35555
14.0757,35.317,-14.3511,2.4691400000000003,119.416,4.17296,2.95457,0.9204459999999999
14.1477,33.3257,-16.3653,18.3556,249.203,3.55029,3.2961699999999996,0.847621
14.3082,-4.21149,-34.6075,6.99194,202.438,3.94541,3.4472300000000002,1.30908
14.3117,18.9059,-45.6397,29.1429,218.56,3.6522300000000003,3.33656,1.33782
14.2482,81.2085,-29.16,33.6615,337.12199999999996,3.58598,3.15802,0.76135
14.1148,0.892639,-21.149,15.2024,190.347,3.55513,3.27515,1.01261
14.4101,1.78528,-50.9041,25.5392,274.839,3.88622,3.44472,1.0021
13.773,-6.66058,-71.458,29.7206,350.99199999999996,2.94864,2.82802,1.02129
14.1607,31.2887,-85.42,29.4856,87.3239,3.5716,3.13385,1.34985
14.009,-19.2493,-78.7823,26.4177,219.26,3.12964,3.15512,0.960994
13.9332,78.9655,34.8363,22.8406,228.635,2.9878400000000003,3.14235,0.596788
14.1353,-45.8457,58.1826,31.384,116.68299999999999,2.99277,3.29316,1.09027
14.3301,65.5756,9.79626,21.8627,353.592,3.68287,3.46794,1.28295
14.0374,-76.6308,-23.0945,15.9872,86.7125,4.13932,2.80115,1.13852
14.3062,-11.1467,12.1538,39.5412,301.95099999999996,2.79678,3.4075699999999998,0.655339
14.4926,-9.43005,2.4262099999999998,7.05209,222.56,4.09736,3.65394,1.11552
14.2775,-56.5804,-57.1755,19.1488,24.7821,3.3788699999999996,3.5228699999999997,1.09845
14.529000000000002,-71.7098,26.1844,9.27082,290.263,3.91835,3.7606,0.877635
14.1187,6.86658,-84.4358,19.7601,81.722,3.3467599999999997,3.3141599999999998,1.14809
14.2504,82.5131,-29.2057,32.5773,46.4134,3.68149,3.13817,1.35259
14.448,-41.3138,36.347,24.1374,323.765,4.10928,3.4131,1.24373
14.1594,-25.5894,-6.706360000000001,35.4689,199.678,2.78653,3.30851,1.16372
14.1117,26.5507,5.401669999999999,7.00033,99.22200000000001,4.25743,2.93978,0.834672
14.0693,19.7299,-35.0424,35.1094,328.865,3.24749,3.01016,1.3002
14.2388,72.282,-17.9904,16.1159,334.48900000000003,4.2554,3.08738,1.43002
14.2803,27.8552,38.819,33.0879,9.44132,3.60097,3.21817,1.12285
13.8191,-19.6613,58.3887,27.2627,299.952,2.47663,3.07324,1.06513
14.4229,-69.192,-39.8718,30.7824,177.39700000000002,3.76231,3.41859,1.30021
13.913,-19.5697,58.5946,25.23,181.699,2.12378,3.25316,0.576711
14.0332,-25.0858,-29.5491,26.2191,36.1789,3.1593400000000003,3.18145,1.10359
14.049000000000001,49.3248,-31.1055,26.6443,138.287,3.5481300000000005,3.0287900000000003,1.38745
14.0723,-37.0565,27.2144,29.3751,152.80200000000002,3.07934,3.21385,1.05074
14.0628,-21.4694,47.631,25.7756,173.998,4.0486,2.71949,1.0931799999999998
14.1172,0.984192,20.7828,31.4917,107.198,3.2528900000000003,3.17245,1.1407399999999999
13.835999999999999,17.9217,58.8005,20.3701,202.515,3.63308,2.73755,1.14131
14.0497,4.34882,4.02838,26.6234,282.309,3.6802099999999998,2.9541,0.927276
14.1239,-4.3259300000000005,37.8577,19.7126,285.751,3.7513900000000002,3.1552,1.09507
14.4267,-63.0808,-39.3912,31.0706,148.74200000000002,4.23059,3.11044,0.885022
14.0867,-45.6855,-6.20282,34.7205,224.162,3.25868,3.04315,1.38204
14.0572,-2.6322,-31.6777,34.2476,315.629,2.8308,3.1835299999999997,0.942891
14.3233,-63.0121,-2.74664,14.3812,211.543,3.6525199999999995,3.53859,1.30072
14.1955,12.9549,36.2783,36.8399,267.634,3.1296,3.20771,0.9753360000000001
14.3409,3.47906,50.0573,18.4983,316.824,3.92774,3.41992,0.9132889999999999
14.4708,1.64795,53.8339,24.9824,192.66,4.11756,3.4297400000000002,1.34758
14.0351,6.66058,70.3594,4.771809999999999,242.544,2.81942,3.39986,1.25367
14.4916,-8.35431,71.6411,30.5292,172.356,3.7442699999999998,3.53701,1.4439
14.3301,-10.5974,-73.5866,20.3309,307.058,3.88899,3.3994699999999995,1.22167
14.0843,-8.23987,-51.9112,24.8593,156.966,3.739,3.01392,1.31619
13.9773,-13.1609,-14.0536,22.6,355.658,3.16697,3.14845,1.1337
14.1983,13.5958,52.4606,42.9309,261.057,2.92415,3.09452,0.515292
14.1221,-7.04968,66.1249,16.3691,326.45799999999997,3.97796,3.06671,1.40619
13.8341,41.9318,8.42297,11.8547,133.517,3.88571,2.66893,0.924033
14.3235,35.088,-40.444,21.9103,147.112,4.20674,3.1806099999999997,1.2339
13.8509,52.0256,46.6469,10.5061,214.672,3.16375,3.07223,0.801193
14.5703,20.9659,39.5972,36.872,124.99,4.03442,3.3077699999999997,1.0104899999999999
14.1238,-38.407,-54.7494,5.9833,3.8062699999999996,3.8491400000000002,3.21622,1.25609
14.0828,-34.7906,64.3168,19.1222,68.4799,3.32755,3.2771800000000004,1.14126
14.3273,-73.9757,-52.7809,13.5936,93.4492,3.9001900000000003,3.45769,0.765881
14.2281,-74.2962,17.7615,19.5405,156.3,3.50826,3.41319,1.16775
13.9457,7.7821,53.6965,24.156999999999996,309.718,3.83552,2.71538,0.935861
14.1154,-71.6182,-32.4788,18.094,185.863,3.88489,3.08969,1.3929799999999999
14.0606,6.91235,71.7784,18.8956,60.8783,3.2279,3.28051,1.3421100000000001
14.088,-47.0588,-40.9476,23.0532,142.622,3.77489,3.03272,1.04447
13.8037,-29.4575,-38.5901,26.601,133.85299999999998,3.43249,2.68945,0.713166
14.081,72.8083,-7.16412,35.3248,42.5851,3.0089099999999998,3.12967,1.22154
13.9928,-29.9382,-29.1371,13.0256,106.928,3.85189,2.96118,0.8956430000000001
13.9156,32.4102,20.9659,17.824,321.324,3.97707,2.67096,1.14835
14.0105,-45.0675,71.3665,35.129,98.9245,2.6407,3.15948,1.17402
14.0394,18.6771,-84.5731,15.5045,215.03,3.08822,3.3157699999999997,1.13869
14.1434,35.3856,-29.5262,33.4824,272.592,3.53999,3.01668,1.20163
14.1568,38.3384,13.344000000000001,32.9494,31.2379,3.2267799999999998,3.2092,0.883917
13.8237,-24.239,-40.3525,9.6975,181.649,3.86907,2.68152,1.19018
14.1609,24.9943,75.7152,24.6215,139.328,3.7941800000000003,3.11343,1.1474600000000001
14.3063,-39.6658,-67.7729,31.5393,121.795,3.55035,3.3234199999999996,1.14245
14.3328,13.2753,-83.1312,8.40627,137.995,4.10594,3.40412,1.0154
14.152000000000001,72.3049,15.6329,34.4631,150.34,3.27508,3.14341,0.850276
13.9408,18.9288,71.252,15.3171,269.188,3.3253800000000004,3.11227,1.2632299999999999
14.0245,45.8458,59.1211,14.4833,221.19299999999998,3.20024,3.2732,1.18856
14.0765,12.0623,34.1954,18.5416,129.804,3.65363,3.14397,1.2370299999999999
13.6961,88.0063,-17.6928,22.2517,38.933,2.91282,2.8471599999999997,0.693217
13.821,-50.6752,-32.3873,13.3432,100.781,3.03908,3.0552799999999998,0.903933
14.2495,-80.4303,-22.6139,34.3106,5.602,3.15952,3.33733,0.809297
14.3793,79.5377,-25.4749,33.5216,92.4853,3.33051,3.4754300000000002,0.81192
14.0334,29.8467,-40.6729,12.3779,20.2763,3.59965,3.1592,1.29959
14.1467,-58.5718,-58.1598,34.498000000000005,265.541,2.67719,3.33819,0.9948319999999999
14.1036,56.4431,39.5514,23.5555,221.25400000000002,2.85473,3.3865199999999995,0.507596
14.3473,-20.119,-84.2527,32.727,327.014,3.64183,3.31284,1.34449
14.3196,20.9201,40.4669,41.0633,358.62699999999995,3.51475,3.0350900000000003,1.2008299999999998
14.2063,3.3646199999999995,36.0037,20.4988,341.535,3.9801599999999997,3.15016,1.12575
14.0026,-32.0439,0.183105,37.2903,28.0706,2.27484,3.19503,0.702554
14.0895,-11.5358,3.31885,34.4029,231.07,3.8233,2.66283,1.0257
14.1307,36.9192,2.38043,28.7693,192.407,3.7719300000000002,2.98252,0.873559
14.1378,45.4109,-58.6862,14.8232,193.206,3.2825300000000004,3.39745,1.15362
14.17,58.0225,60.9064,27.6124,14.184000000000001,2.62016,3.4683800000000002,0.893976
14.0793,78.1415,9.81915,37.9338,117.59200000000001,2.72254,3.16475,0.557066
14.0406,20.4166,83.6576,27.105999999999998,224.019,3.20867,3.16054,1.04498
14.4492,48.3406,55.7565,11.8197,173.91,4.13208,3.5501,1.08192
14.3089,-15.6329,-29.3202,33.3033,259.802,3.78879,3.14813,1.18928
13.6989,-1.64795,55.7565,28.0657,5.94902,2.90771,2.76673,1.20302
13.8923,32.1813,33.9437,26.0806,285.311,2.2405,3.2109900000000002,0.7373529999999999
14.4574,22.2248,75.5321,20.695999999999998,264.665,3.85483,3.5977900000000003,1.10762
14.1185,34.1954,-32.639,35.3766,261.526,3.77945,2.71795,1.15225
14.164000000000001,19.0662,-73.0373,24.6131,206.28799999999998,2.97785,3.42538,1.22569
14.3249,24.9255,-77.2488,43.5282,76.153,3.08546,3.18548,0.64617
14.0601,-39.2996,-72.9,12.8423,13.5616,3.80944,3.09693,1.20927
13.8974,-19.8444,12.314,27.4026,35.8484,3.1111400000000002,2.98691,1.1045200000000002
14.38,-46.8757,-58.4116,11.7945,237.80700000000002,3.02698,3.75496,1.07731
14.2796,5.90521,-9.1554,11.4937,117.87299999999999,3.63009,3.50339,1.20599
14.0926,-72.9,-2.74664,16.9398,348.17199999999997,3.84795,3.08766,0.8799170000000001
14.1357,30.5563,62.0509,25.1167,273.545,3.7873099999999997,3.06588,1.3708799999999999
14.2775,-56.878,59.3958,38.7634,146.153,3.32815,3.17794,1.24401
13.8822,-19.2035,85.83200000000001,14.2665,248.003,3.00462,3.14092,1.06409
14.0837,-72.2591,6.31726,31.9617,204.046,3.24839,3.1142,1.30576
