lgE,X,Y,Ze,Az,lgNe,lgNmu,Age
14.1489,16.7773,-75.5093,29.9207,62.5859,3.0763599999999998,3.31054,1.1334
14.2066,-24.3076,-48.3635,10.6656,275.368,4.109369999999999,3.18459,0.8328909999999999
14.0746,-11.4901,-25.8411,23.4002,95.8399,3.84867,2.95688,1.22358
14.0903,-13.8018,-45.1591,28.0937,176.653,3.6568300000000002,3.0033,0.819542
14.0733,-26.4592,-70.9545,29.0799,73.7569,3.3264199999999997,3.12541,1.1225100000000001
14.1782,-35.2484,23.3005,30.1851,328.105,3.8096699999999997,3.0013400000000003,1.06806
14.1999,46.8986,27.3746,27.604,354.319,3.27849,3.3515800000000002,1.17075
14.2158,41.9546,30.9225,34.6603,245.78799999999998,2.9571400000000003,3.3504400000000003,1.16753
14.3476,83.4058,7.415889999999999,28.8463,45.5321,3.49802,3.4599800000000003,1.3915799999999998
14.0591,-4.5319199999999995,-37.3312,27.7271,318.245,3.6130400000000003,2.98565,1.0205600000000001
14.1562,-23.8956,-53.0785,27.2487,213.22799999999998,3.8110000000000004,3.0393,0.779987
14.1603,-26.6423,-26.299,32.1128,173.855,2.96255,3.3228199999999997,0.1
14.4554,18.3566,86.7476,39.7049,11.0222,3.77179,3.16248,1.3418700000000001
14.1969,37.0795,40.6272,41.6005,170.252,3.05989,3.08009,1.18749
14.1259,54.0857,-57.3586,27.8544,70.6942,3.13138,3.29432,1.1616
14.5541,5.6992199999999995,41.3824,17.1609,76.825,4.41309,3.51798,0.89669
14.542,-17.4182,72.694,26.6947,4.4838,3.90714,3.61429,1.12173
14.573,-59.2355,-7.25568,25.991,222.929,3.7605199999999996,3.72692,1.07621
14.1413,1.0528600000000001,-42.5498,44.7481,213.261,2.60107,3.07693,0.21735900000000002
13.9662,-18.1735,34.0353,15.9368,96.4678,2.7528799999999998,3.2923400000000003,1.03844
14.8524,52.8268,9.842039999999999,37.6918,41.3347,4.25739,3.6183300000000003,1.47735
14.1779,84.7334,-32.0211,42.1503,33.4688,2.68942,3.19141,1.13998
14.2475,-54.1085,-37.3541,25.7966,144.32399999999998,4.0861,3.0455900000000002,1.1703299999999999
14.2535,-5.72211,71.9387,28.8911,141.196,2.82488,3.52023,1.1072600000000001
13.9146,-60.3342,56.9238,5.7119,45.9727,3.29169,3.13576,1.2594100000000001
14.2483,70.4739,19.6155,37.198,141.3,3.01539,3.31799,1.2085
14.5474,47.836999999999996,26.0013,24.8467,74.0488,4.21655,3.50092,1.44765
13.7994,-24.1932,-1.69373,6.759710000000001,37.9746,3.8909,2.64013,1.3510799999999998
14.1751,-5.60767,83.9551,28.5609,281.835,3.67855,3.12006,1.1568
14.4368,55.7336,70.7942,31.0021,292.158,3.34829,3.5968199999999997,1.00027
14.6782,-72.0302,47.3107,37.9115,123.85,4.19872,3.3331699999999995,1.43172
13.7319,44.2894,46.9673,6.9611600000000005,252.332,2.6554900000000004,3.05916,1.13409
14.0123,28.9083,-84.6647,8.12229,265.751,3.6471199999999997,3.1311400000000003,1.03509
13.9508,-2.65509,-21.9501,13.7894,280.26,3.29485,3.14813,1.0266899999999999
14.238,-68.0247,21.355,39.1929,277.952,3.7242699999999997,2.81182,1.16441
14.3163,-8.72052,-74.0444,24.5571,143.371,2.4849799999999997,3.67246,0.751537
14.1251,-29.5491,-0.25177,20.6527,227.495,3.42424,3.2871099999999998,1.0832600000000001
14.1983,13.5958,52.4606,42.9309,261.057,2.92415,3.09452,0.515292
14.532,-53.4676,50.9728,22.4055,142.65,4.2663400000000005,3.49091,1.08283
14.2877,-33.0739,-31.8837,38.8138,27.8117,3.29394,3.20973,1.3195
14.2118,-54.3145,-63.24100000000001,26.0358,144.115,3.4642800000000005,3.32501,0.815868
14.1659,-29.366,58.7319,20.5268,60.9665,4.02894,3.0489,1.42317
14.2478,67.5669,-57.4273,13.2214,115.35,4.26159,3.1341,1.07344
14.4679,63.1952,-8.9494,12.2156,131.341,4.3745199999999995,3.44955,0.9274319999999999
13.923,32.6848,-45.6397,26.3688,94.1157,3.09518,3.0467400000000002,1.26542
14.2534,58.6862,53.0786,5.85459,36.6361,3.57615,3.5062599999999997,1.24466
14.1672,-61.0437,66.9948,13.1963,38.5475,4.04582,3.13552,1.3313700000000002
14.0346,-19.6384,84.4587,28.9022,265.883,3.12811,3.15196,1.26759
14.0919,-12.2454,-28.6564,22.6168,144.572,3.22146,3.2878300000000005,1.04598
13.7858,65.1865,-51.4763,14.619000000000002,230.332,3.4688,2.82245,1.19086
14.0519,67.2465,50.6294,13.4047,65.0812,3.75075,3.10949,1.25969
14.2209,-5.539,-59.6017,14.5714,101.927,3.71633,3.37019,1.4279600000000001
14.2347,4.1428199999999995,-76.997,18.9977,219.067,3.5197199999999995,3.4236,0.8340559999999999
14.4551,31.4031,57.7249,40.7122,79.0669,3.25663,3.4159800000000002,0.933797
14.3328,13.2753,-83.1312,8.40627,137.995,4.10594,3.40412,1.0154
14.038,-70.9316,-31.8151,15.8808,43.1029,3.70566,3.08766,1.35264
14.109000000000002,-8.628969999999999,-56.3745,18.5906,3.5363599999999997,4.32535,2.72775,1.30618
14.3554,-69.2836,-58.2971,16.5719,159.032,3.6629,3.5631,1.29403
13.9607,-6.38593,-39.5514,9.4303,48.446000000000005,4.2131,2.6627400000000003,0.8688969999999999
14.2743,-19.3179,69.4438,6.94297,352.12199999999996,3.6843800000000004,3.4974300000000005,1.00166
14.1074,-50.3777,45.9374,13.5446,98.6822,4.02884,3.04093,1.33469
14.1811,48.8441,-43.0076,14.668,159.252,3.65006,3.33797,1.32263
14.2137,-17.6013,63.058,23.2939,123.63,3.7519199999999997,3.2438599999999997,1.03424
13.9337,9.04095,35.317,21.4822,86.8282,2.89739,3.18135,0.980131
14.114,6.27148,-47.3793,27.4837,257.16900000000004,2.92761,3.3409699999999996,0.939423
14.3591,-56.672,-47.7455,14.7435,356.83099999999996,3.89249,3.4984900000000003,0.8579479999999999
14.2706,55.23,51.2703,6.7765,95.1238,4.000369999999999,3.36675,1.12273
14.1167,-63.8132,50.6522,9.92273,93.92299999999999,3.9793,3.11698,0.741796
14.7674,64.4313,-36.965,37.8289,119.39399999999999,3.97994,3.6432,0.9672729999999999
14.1782,-45.7542,-71.664,34.0392,82.1791,2.17725,3.4628400000000004,0.410025
14.3481,-2.76953,89.7688,16.0263,239.27700000000002,4.22561,3.3003099999999996,1.3330000000000002
14.4668,80.5448,-12.0851,39.9427,300.33799999999997,3.7892900000000003,3.15833,1.0212700000000001
14.1241,-51.7739,-24.239,29.6255,108.939,3.15421,3.2559099999999996,0.840618
14.4812,27.0542,50.4463,31.563000000000002,94.975,3.8318,3.45585,1.20452
14.6132,47.3107,-64.683,18.2171,243.03400000000002,4.59883,3.48425,1.44802
14.2419,63.2181,44.5641,26.8136,86.0129,3.5874800000000002,3.3050699999999997,0.970234
13.9044,82.5131,12.0851,9.757660000000001,176.64700000000002,3.90036,2.80475,1.22204
14.3889,-43.2593,-43.0991,23.4561,153.017,3.4741,3.60081,1.09196
14.1197,44.8387,-65.0263,18.5319,84.9554,3.8974800000000003,3.08359,1.35239
14.5414,-57.8622,47.3563,8.14047,8.35067,4.45274,3.55332,0.803925
14.4225,35.0424,-76.8597,29.6969,160.194,3.78274,3.4324199999999996,1.3202200000000002
14.107999999999999,-2.79242,49.1417,23.859,258.469,3.05652,3.34281,1.2252100000000001
13.9652,-0.160217,-27.3976,8.694460000000001,275.633,3.43919,3.14462,1.16806
14.2631,19.707,-44.8844,34.0588,74.7098,3.83291,3.00905,1.38836
14.3888,-58.4344,-26.8254,12.0939,18.8881,4.342230000000001,3.3371800000000005,1.4614
14.1263,33.0968,84.4358,31.8862,138.541,2.7206599999999996,3.3445699999999996,1.13763
14.3708,-61.9592,-41.9318,19.8944,110.12299999999999,4.0506400000000005,3.38807,1.06619
14.9808,-49.5994,22.4537,38.5718,167.382,4.53181,3.60224,1.45123
14.0011,4.87524,32.7076,11.0531,274.145,3.51042,3.15691,1.1577899999999999
13.9538,24.0787,-0.572205,11.7498,263.73400000000004,3.78041,2.94938,1.00706
13.9707,32.9823,11.9707,38.1493,343.055,2.67625,3.02392,0.296994
14.1354,-1.14441,-2.19733,28.3497,105.595,3.48205,3.16318,0.589709
14.1442,-6.29437,-58.0682,39.4293,117.95,2.5299099999999997,3.2711099999999997,1.02
14.0577,36.8506,14.3282,31.6008,7.981610000000001,3.4281900000000003,2.99365,1.20749
14.1935,-74.6166,43.0991,27.1997,39.1148,3.7669900000000003,3.13016,0.9114899999999999
13.9036,47.6539,-6.72925,28.1272,0.760153,2.9614599999999998,3.03998,1.26371
14.3848,33.2113,-83.7491,18.4647,291.001,4.07135,3.4179,1.17839
14.1922,-47.9057,-36.9421,18.1625,250.95,3.24079,3.45605,1.27834
13.8828,45.4337,-18.2193,23.8604,68.6176,2.34563,3.20445,0.8515440000000001
14.4367,-29.0913,23.3463,22.8518,310.941,3.84038,3.5466699999999998,0.8644379999999999
14.6326,38.0178,29.2974,38.7452,93.1077,3.7473300000000003,3.52103,1.37435
14.4646,-62.0737,-8.69763,25.0258,300.60200000000003,4.38258,3.23998,1.46494
14.2279,41.2451,57.5417,6.52189,177.92,4.40931,3.04147,1.4325
14.1169,81.8951,-12.1309,13.511,31.1718,3.03209,3.4362,0.533281
14.2461,18.7457,-6.706360000000001,36.2887,302.998,3.6978199999999997,2.99022,1.46662
14.152999999999999,10.0939,46.3036,26.4429,218.21900000000002,3.1520799999999998,3.3444599999999998,0.6894060000000001
14.5509,48.661,21.4008,20.9115,264.087,4.36095,3.4905699999999995,1.41173
14.2269,75.3262,50.2404,14.3868,5.74521,4.18289,3.1385099999999997,1.09616
14.4003,-51.545,34.8363,23.673000000000002,147.718,3.9357699999999998,3.43676,1.26765
13.9723,-13.6644,-13.0236,26.6807,275.10900000000004,3.4626,2.95063,1.11038
14.0968,49.2103,52.5521,27.5774,131.033,3.08481,3.27347,1.18745
14.2208,45.3651,32.8451,27.1745,344.92800000000005,3.3885400000000003,3.3487,1.34404
14.1896,-50.1259,19.8901,9.302999999999999,243.08900000000003,3.8036,3.3220699999999996,1.0048700000000002
13.8037,-29.4575,-38.5901,26.601,133.85299999999998,3.43249,2.68945,0.713166
14.2369,-31.4489,19.5926,23.2631,69.6862,3.22808,3.47157,1.4300700000000002
14.2622,84.5045,20.325,17.0098,33.1989,3.3106,3.5369300000000004,1.22976
13.9123,22.8885,6.52325,15.9004,189.262,3.5874300000000003,2.94943,1.05821
14.2665,69.6727,-22.1332,1.39755,248.18400000000003,3.9613199999999997,3.39089,0.799766
13.8948,-59.9908,53.9941,17.0392,266.131,3.05369,3.12499,0.868187
14.6966,18.9975,-83.6576,27.7131,10.6256,3.93856,3.80891,1.39533
14.1614,-9.63605,18.3795,39.4727,16.480999999999998,3.3044599999999997,2.97319,1.26619
14.4599,-48.1346,70.6798,41.2214,317.92,3.64457,3.18614,0.993957
14.4001,-80.5676,-20.1877,10.6446,207.709,4.09165,3.50199,1.32328
14.1641,16.8231,-50.2404,20.0273,2.93044,3.80821,3.18511,1.19947
14.3061,6.569030000000001,-65.6443,39.010999999999996,269.265,3.13497,3.30386,0.586212
14.2131,45.0675,20.943,31.2231,12.7684,3.47091,3.22562,1.3878
13.7741,-21.0574,61.6388,16.807000000000002,15.517000000000001,2.6005599999999998,3.08137,0.7946409999999999
14.452,34.6532,62.0966,15.8053,277.687,4.24814,3.46115,1.06903
14.0515,22.3621,1.5564,11.7596,359.74,4.06058,2.93887,1.37097
13.8414,-48.867,-41.7944,21.2374,65.3566,3.62204,2.73946,1.25573
14.0493,25.9326,83.2684,29.6227,282.711,3.7591900000000003,2.8208900000000003,1.05094
14.1874,-39.9634,-37.4227,29.1233,16.47,3.4818800000000003,3.22685,1.23451
14.513,-81.5518,-30.8538,25.535,309.509,3.8088900000000003,3.63125,1.12561
14.6803,62.3712,28.2445,24.8817,74.4895,4.61036,3.46812,1.44207
13.985999999999999,-31.2657,75.3948,29.473000000000003,313.811,3.63004,2.80424,1.1657899999999999
14.2102,-76.9055,44.2894,13.532,350.673,3.8875800000000003,3.28736,1.34186
14.4623,83.0624,18.6771,23.7793,13.2751,4.555540000000001,3.11829,1.4603899999999999
14.037,-65.7358,-62.3255,39.4405,12.0853,3.03249,2.92568,0.548125
14.1802,59.6475,19.0891,24.9992,63.5664,3.6189999999999998,3.22856,1.3454700000000002
14.4359,2.60931,57.885,1.39055,32.7031,4.10537,3.58009,1.00629
14.2318,30.1901,-31.5404,6.7793,94.9089,4.0829,3.2638,1.3216299999999999
13.8892,39.5286,-71.9844,25.3042,268.83,2.69925,3.1341099999999997,0.1
13.7037,47.0131,46.5553,27.0235,13.0768,2.9355900000000004,2.7804900000000004,1.2430700000000001
13.8308,10.0252,2.76953,10.8754,289.778,3.42449,2.94218,1.12794
14.1076,-29.2286,-37.0565,23.8772,19.6373,3.12578,3.3232199999999996,0.9797879999999999
14.1399,46.806999999999995,-6.27148,24.5893,148.434,3.1884799999999998,3.3396199999999996,1.21965
13.8632,-5.60767,-33.1197,37.7212,75.3653,2.19771,3.02897,0.750505
14.0751,39.8948,-9.864930000000001,15.4486,138.067,3.68396,3.15978,1.07841
14.34,72.9458,-29.2744,29.1708,204.34900000000002,3.8488,3.2789300000000003,1.35249
14.1674,45.1591,41.6571,33.0054,349.395,3.58152,3.0464599999999997,1.3786
14.1558,-84.5045,-32.5017,25.3993,198.56,2.70895,3.4589,1.10943
14.2035,41.6571,-17.7157,18.2017,329.477,3.7618099999999997,3.29115,1.11113
14.1466,-8.33142,65.7358,31.4833,249.787,3.5431199999999996,3.0775099999999997,1.31701
14.2766,-49.073,22.7283,10.8474,132.437,4.08631,3.31094,1.21925
13.9494,-7.64478,32.5475,35.6158,37.578,2.77222,3.02374,1.11859
13.9331,39.826,15.3353,29.1261,131.115,3.06187,3.02788,0.672471
14.2615,-10.8034,-66.4454,13.3655,127.794,3.8319400000000003,3.39119,0.9669399999999999
14.5802,-16.4111,-53.9711,15.1604,168.72099999999998,4.19358,3.6930300000000003,0.940083
14.1976,40.4441,76.9742,10.4571,177.57299999999998,4.18398,3.12383,0.848742
13.8763,40.238,-51.5908,20.3799,43.527,3.01003,3.0843700000000003,0.9761700000000001
14.0982,-14.6945,-40.238,21.3605,192.236,3.55522,3.1873,1.08493
14.1368,-15.1522,52.2317,5.15232,123.69,3.95373,3.18681,0.914125
14.0286,74.113,-20.2335,19.1194,283.17900000000003,3.53566,3.11888,0.9592459999999999
13.8181,-58.6862,-45.983000000000004,13.2942,9.44683,2.8807400000000003,3.0948599999999997,1.10816
14.4789,-28.1071,54.4976,22.337,265.624,3.9228,3.58103,1.32345
13.6984,23.1174,-7.82788,25.9239,58.7301,2.2048799999999997,2.99003,0.31908400000000003
13.9133,-27.2831,-17.1664,4.85295,39.7373,3.7457,2.9403900000000003,0.9578399999999999
13.9898,28.1072,42.2751,10.2837,297.892,3.83606,2.98779,1.38523
14.3292,-29.0455,-70.4967,25.714000000000002,98.3241,4.21331,3.1017200000000003,1.4209
13.8541,-20.3479,52.5293,35.8522,241.453,3.01675,2.7650799999999998,0.935966
14.5252,12.2454,67.8416,31.1294,205.737,3.8510199999999997,3.52507,1.0613299999999999
14.0976,71.3894,-19.2722,33.4069,215.28900000000002,3.1724099999999997,3.1339900000000003,1.19064
14.3343,-38.1323,-57.4731,32.2387,345.05400000000003,3.47893,3.3809,1.3354700000000002
13.8605,-34.3328,-71.9844,32.152,67.3782,3.1109400000000003,2.8317,1.24171
14.1705,8.400089999999999,-24.5136,41.6676,297.694,2.2032599999999998,3.32616,0.548743
14.7126,88.4871,7.75922,40.361,64.3982,4.12791,3.3288300000000004,1.03339
14.2128,21.9958,72.0989,38.0933,173.386,2.7353,3.33653,0.904694
14.1924,57.083999999999996,-55.6191,17.2588,119.515,3.73766,3.29534,1.08299
14.0914,18.7686,-71.6411,32.7326,108.493,3.20945,3.12494,0.9098729999999999
14.0921,19.6841,-70.5883,39.4559,77.3483,2.72757,3.1400099999999997,1.11778
14.1697,70.7256,19.500999999999998,35.4941,96.8203,2.06458,3.4466699999999997,0.794169
14.244000000000002,-37.7432,34.699,15.5171,172.081,4.1555,3.173,1.19265
14.3984,-26.1387,7.347230000000001,14.0021,19.764,4.33312,3.34102,0.8918659999999999
13.9505,60.3342,32.3414,21.6837,357.68,3.23455,3.0975099999999998,1.14035
14.2945,48.1346,18.7457,29.7836,172.092,3.58061,3.3302,1.35447
13.9558,46.5323,58.2284,27.4991,159.14700000000002,3.01641,3.1036900000000003,1.2473
14.3487,-41.68,-76.997,17.4085,80.6754,4.20603,3.2961300000000002,1.35243
14.2199,-5.97388,71.2979,40.7513,157.776,3.04374,3.1564400000000004,1.15221
14.4816,81.0026,5.58478,9.725480000000001,181.59400000000002,4.3744,3.49084,1.13067
14.208,-24.5365,58.8005,15.9354,134.503,3.63878,3.3707300000000004,1.11476
13.9496,58.8005,7.89655,19.4146,60.3661,2.78916,3.24333,1.05513
14.3615,-12.52,-69.6269,22.6825,82.0359,3.91731,3.4012,0.9391649999999999
14.0022,-30.396,15.8389,32.976,290.467,3.16261,3.00556,1.12018
14.3093,32.9137,-4.89813,22.628,344.49199999999996,3.55955,3.4746599999999996,1.11283
14.1547,-18.1735,-88.0751,3.6610400000000003,246.857,4.14867,3.10777,0.9294190000000001
14.4609,-6.54614,-55.5734,23.4464,239.635,3.5781,3.6660699999999995,1.13263
14.4881,11.6045,-18.4253,33.0935,349.98400000000004,3.9009099999999997,3.3877900000000003,1.47127
14.0172,59.327,-58.1369,20.6834,94.2149,2.7963,3.3157900000000002,0.975982
14.4127,84.2986,-18.3109,37.9017,189.653,3.48231,3.3418099999999997,1.21412
14.3139,15.2438,66.6742,37.7842,325.709,3.5878699999999997,3.12435,0.902323
14.6845,34.5846,-14.9233,23.7038,38.8119,4.50812,3.57439,0.980734
14.2287,6.111269999999999,88.1438,11.8561,104.306,3.93738,3.3046300000000004,1.0231
14.0585,-25.04,-40.444,11.9498,51.5912,3.23405,3.3227300000000004,1.05561
14.2059,-32.5933,-32.6619,14.6106,174.68599999999998,3.55556,3.40783,1.2446
14.28,17.4639,18.7228,40.8982,243.205,3.15656,3.1895,1.0854700000000002
14.492,-24.239,-6.61481,9.5702,15.4675,4.20529,3.5949699999999996,1.34225
13.9785,83.772,32.7992,19.6972,276.861,3.25766,3.15047,1.21759
13.9392,-12.6116,-4.87524,24.8005,333.476,3.42395,2.95337,1.1458700000000002
14.4849,-45.0675,-43.4424,24.6033,77.6237,4.31454,3.3372900000000003,1.3097299999999998
14.3044,25.5894,-76.0586,22.6266,73.5806,3.6448099999999997,3.43623,1.2470700000000001
14.2019,-19.3637,-14.4656,6.70375,15.181,4.24669,3.1135,1.01997
14.1432,-8.308530000000001,-3.82239,16.6796,106.179,3.36576,3.3681,1.13325
14.3197,2.33466,-40.6042,20.0077,99.6516,4.08683,3.2833,1.35843
14.5488,-35.2484,74.1588,22.7609,30.99,4.06543,3.6162900000000002,0.95394
13.7582,-36.2097,4.73792,11.5735,177.248,3.7038599999999997,2.6646400000000003,0.8985639999999999
14.2069,45.0447,-4.46326,20.8975,154.157,3.9354,3.17159,1.40864
14.3005,34.3556,11.6274,35.024,322.454,3.3339999999999996,3.3252800000000002,1.09241
